20220831|0009|지속경영추진부|04|CON202208000011|여의도종합금융본부 부분 환경개선공사(내부건축)|20220812|33000000
20220831|0009|지속경영추진부|04|CON202208000020|진주지점 환경개선공사(내부전기)|20220830|94710000
20220831|0009|지속경영추진부|04|CON202208000023|진주지점 환경개선공사(CCTV)|20220830|25000000
20220831|0009|지속경영추진부|04|CON202208000010|여의도종합금융본부 부분 환경개선공사(기계설비)|20220812|2750000
20220831|0009|지속경영추진부|04|CON202208000013|본부부서 재배치 공사(집기류)|20220812|11912000
20220831|0009|지속경영추진부|04|CON202208000009|여의도종합금융본부 부분 환경개선공사(CCTV)|20220812|1573000
20220831|0009|지속경영추진부|04|CON202208000019|진주지점 환경개선공사(소방시설)|20220830|54740000
20220831|0009|지속경영추진부|04|CON202208000001|진주지점 환경개선공사 설계용역 의뢰(기계설비)|20220805|2000000
20220831|0009|지속경영추진부|04|CON202208000014|본부부서 재배치 공사(내부전기)|20220812|4100000
20220831|0009|지속경영추진부|04|CON202208000018|진주지점 환경개선공사(종합건설)|20220830|615170000
20220831|0009|지속경영추진부|04|CON202208000016|봉천동지점 직원용 의자 3대 교체|20220829|600000
20220831|0009|지속경영추진부|04|CON202208000007|여의도종합금융본부 부분 환경개선공사(내부전기)|20220812|11990000
20220831|0009|지속경영추진부|04|CON202208000022|진주지점 환경개선공사(통신공사)|20220830|29100000
20220831|0009|지속경영추진부|04|CON202208000002|진주지점 환경개선공사 설계용역 의뢰(내부전기)|20220805|3000000
20220831|0009|지속경영추진부|04|CON202208000005|여의도종합금융본부 부분 환경개선공사(사인공사)|20220812|5610000
20220831|0808|IT지원부|04|CON202207000002|비대면 영상상담시스템 구축|20220823|694900000
20220831|0009|지속경영추진부|04|CON202208000004|여의도종합금융본부 부분 환경개선공사(집기류)|20220812|12510000
20220831|0009|지속경영추진부|04|CON202208000015|본부부서 재배치 공사(내부건축)|20220812|21450000
20220831|0009|지속경영추진부|04|CON202208000003|진주지점 환경개선공사 설계용역 의뢰(내부건축)|20220805|9300000
20220831|0009|지속경영추진부|04|CON202208000008|여의도종합금융본부 부분 환경개선공사(통신공사)|20220812|3460000
20220831|0009|지속경영추진부|04|CON202208000017|영업점 노후간판 교체공사 설계용역의뢰|20220830|1958000
20220831|0009|지속경영추진부|04|CON202208000012|본부부서 재배치 공사(통신공사)|20220812|6620000
20220831|0009|지속경영추진부|04|CON202208000006|여의도종합금융본부 부분 환경개선공사(냉난방설비)|20220812|7205000
